Age,Gender,Education Level,Occupation,Political Affiliation,Geographic Location,Social Media Usage Frequency,Preferred Social Media,Political Content Exposure,Types of Political Content,Sources of Political Content,Recency of Exposure,Interactions Frequency,Political Content Topics,Perception of Accuracy,Awareness of Algorithms,Perception of Relevance,Personal Impact,Trust in Social Media,Concerns about Algorithms,Overall Quality of Discourse,Views on Influence,Suggestions for Improvement
66,Non-binary,PhD,Student,Independent,UK,0-1 hour,Facebook,Few times a week,Opinion pieces,Independent bloggers,Within the last 24 hours,Rarely,Healthcare,Not accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Not concerned,High quality,Somewhat influential,Enhance user controls
26,Female,Master's,Employed,Independent,USA,4+ hours,Facebook,Few times a week,News articles,Mainstream media,Within the last hour,Rarely,Economy,Somewhat accurate,No,Not relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Very influential,Provide more diverse sources
40,Female,PhD,Unemployed,Liberal,Canada,2-4 hours,Twitter,Several times a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Several times a day,Immigration,Not accurate,No,Not relevant,Moderate impact,Trust a lot,Somewhat concerned,Low quality,Very influential,Enhance user controls
63,Male,PhD,Student,Independent,USA,4+ hours,Twitter,Several times a day,News articles,Mainstream media,Within the last week,Several times a day,Economy,Very accurate,No,Very relevant,Strong impact,Do not trust,Somewhat concerned,High quality,Very influential,Improve fact-checking
68,Female,Bachelor's,Employed,Liberal,USA,1-2 hours,Twitter,Few times a week,Opinion pieces,Political parties,Longer than a week ago,Few times a week,Environment,Not accurate,No,Somewhat relevant,Strong impact,Do not trust,Not concerned,High quality,Not influential,Provide more diverse sources
46,Male,High School,Student,Liberal,Canada,0-1 hour,Facebook,Few times a week,Opinion pieces,Independent bloggers,Within the last hour,Few times a week,Environment,Very accurate,No,Somewhat relevant,No impact,Trust somewhat,Very concerned,High quality,Somewhat influential,Improve fact-checking
31,Female,PhD,Employed,Liberal,USA,1-2 hours,Instagram,Several times a day,News articles,Independent bloggers,Longer than a week ago,Several times a day,Immigration,Not accurate,No,Very relevant,No impact,Trust somewhat,Somewhat concerned,High quality,Not influential,Increase transparency
55,Male,Bachelor's,Unemployed,Independent,USA,0-1 hour,Twitter,Several times a day,News articles,Mainstream media,Within the last hour,Few times a week,Immigration,Not accurate,No,Very relevant,Strong impact,Trust a lot,Very concerned,Low quality,Somewhat influential,Provide more diverse sources
26,Female,Bachelor's,Unemployed,Liberal,Australia,1-2 hours,Twitter,Once a day,News articles,Independent bloggers,Within the last week,Once a day,Environment,Somewhat accurate,No,Not relevant,Moderate impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Increase transparency
25,Male,Master's,Unemployed,Independent,Canada,2-4 hours,Facebook,Several times a day,News articles,Independent bloggers,Longer than a week ago,Rarely,Economy,Not accurate,Yes,Very relevant,Moderate impact,Trust a lot,Very concerned,Low quality,Somewhat influential,Provide more diverse sources
62,Male,Bachelor's,Unemployed,Independent,Australia,4+ hours,Facebook,Once a day,News articles,Mainstream media,Within the last hour,Once a day,Economy,Not accurate,No,Somewhat relevant,Strong impact,Do not trust,Not concerned,High quality,Very influential,Improve fact-checking
59,Female,Master's,Employed,Liberal,UK,4+ hours,Facebook,Few times a week,News articles,Mainstream media,Within the last 24 hours,Rarely,Environment,Not accurate,No,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Not influential,Increase transparency
55,Non-binary,Master's,Student,Conservative,Canada,4+ hours,Instagram,Once a day,Memes,Political parties,Longer than a week ago,Rarely,Economy,Somewhat accurate,No,Very relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Very influential,Enhance user controls
53,Non-binary,High School,Student,Independent,USA,4+ hours,Instagram,Few times a week,News articles,Mainstream media,Within the last 24 hours,Several times a day,Immigration,Somewhat accurate,No,Very relevant,Moderate impact,Trust a lot,Very concerned,Moderate quality,Very influential,Increase transparency
67,Non-binary,Bachelor's,Student,Liberal,Canada,1-2 hours,Twitter,Several times a day,News articles,Political parties,Within the last hour,Rarely,Immigration,Not accurate,No,Very relevant,Strong impact,Trust somewhat,Very concerned,High quality,Not influential,Improve fact-checking
73,Non-binary,PhD,Student,Independent,Canada,4+ hours,Facebook,Rarely,News articles,Political parties,Longer than a week ago,Rarely,Immigration,Very accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Very concerned,Moderate quality,Somewhat influential,Enhance user controls
35,Female,Bachelor's,Employed,Conservative,USA,1-2 hours,Facebook,Rarely,Memes,Political parties,Within the last 24 hours,Few times a week,Immigration,Very accurate,No,Somewhat relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Somewhat influential,Improve fact-checking
41,Male,Bachelor's,Unemployed,Conservative,Canada,1-2 hours,Facebook,Several times a day,Opinion pieces,Political parties,Within the last week,Rarely,Immigration,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,High quality,Somewhat influential,Increase transparency
35,Non-binary,High School,Student,Liberal,Canada,1-2 hours,Instagram,Few times a week,Opinion pieces,Independent bloggers,Longer than a week ago,Rarely,Economy,Very accurate,Yes,Very relevant,Moderate impact,Trust somewhat,Not concerned,High quality,Somewhat influential,Provide more diverse sources
53,Male,Bachelor's,Employed,Independent,UK,2-4 hours,Twitter,Once a day,Opinion pieces,Independent bloggers,Within the last week,Rarely,Economy,Not accurate,No,Not relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Not influential,Provide more diverse sources
66,Non-binary,PhD,Employed,Liberal,Australia,4+ hours,Facebook,Several times a day,News articles,Mainstream media,Longer than a week ago,Several times a day,Economy,Somewhat accurate,Yes,Somewhat relevant,No impact,Do not trust,Somewhat concerned,High quality,Not influential,Provide more diverse sources
48,Female,High School,Unemployed,Liberal,Australia,0-1 hour,Facebook,Few times a week,News articles,Independent bloggers,Within the last week,Rarely,Immigration,Somewhat accurate,No,Somewhat relevant,No impact,Trust somewhat,Not concerned,Moderate quality,Not influential,Improve fact-checking
72,Female,Master's,Employed,Conservative,Canada,4+ hours,Facebook,Few times a week,News articles,Mainstream media,Within the last week,Once a day,Environment,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Trust somewhat,Not concerned,Low quality,Somewhat influential,Improve fact-checking
30,Male,Bachelor's,Student,Liberal,UK,1-2 hours,Facebook,Rarely,News articles,Independent bloggers,Within the last 24 hours,Several times a day,Environment,Not accurate,No,Not relevant,Strong impact,Do not trust,Very concerned,Moderate quality,Somewhat influential,Improve fact-checking
23,Non-binary,Bachelor's,Employed,Conservative,UK,1-2 hours,Facebook,Rarely,News articles,Independent bloggers,Within the last hour,Few times a week,Economy,Somewhat accurate,No,Somewhat relevant,Strong impact,Trust a lot,Very concerned,Low quality,Somewhat influential,Increase transparency
64,Male,Bachelor's,Unemployed,Conservative,Canada,2-4 hours,Facebook,Few times a week,Opinion pieces,Independent bloggers,Within the last 24 hours,Once a day,Healthcare,Not accurate,No,Somewhat relevant,Strong impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Enhance user controls
78,Male,Master's,Employed,Liberal,UK,1-2 hours,Facebook,Once a day,Memes,Independent bloggers,Within the last hour,Few times a week,Immigration,Not accurate,No,Very relevant,No impact,Do not trust,Very concerned,High quality,Not influential,Increase transparency
20,Male,High School,Student,Liberal,Canada,1-2 hours,Twitter,Few times a week,Opinion pieces,Independent bloggers,Within the last hour,Once a day,Economy,Very accurate,No,Very relevant,Strong impact,Trust somewhat,Somewhat concerned,Low quality,Somewhat influential,Increase transparency
55,Female,Bachelor's,Unemployed,Liberal,UK,0-1 hour,Instagram,Once a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Several times a day,Healthcare,Somewhat accurate,No,Very relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Very influential,Improve fact-checking
23,Female,PhD,Employed,Liberal,Canada,0-1 hour,Twitter,Rarely,Opinion pieces,Mainstream media,Within the last hour,Several times a day,Economy,Not accurate,Yes,Very relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Very influential,Increase transparency
52,Non-binary,Master's,Employed,Conservative,UK,2-4 hours,Facebook,Few times a week,Memes,Mainstream media,Within the last week,Several times a day,Environment,Somewhat accurate,No,Very relevant,Moderate impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
45,Female,High School,Employed,Independent,Canada,0-1 hour,Instagram,Few times a week,Opinion pieces,Independent bloggers,Within the last 24 hours,Few times a week,Economy,Not accurate,Yes,Not relevant,Strong impact,Do not trust,Somewhat concerned,High quality,Somewhat influential,Provide more diverse sources
22,Non-binary,Master's,Student,Conservative,Australia,4+ hours,Facebook,Once a day,Memes,Mainstream media,Within the last hour,Rarely,Economy,Not accurate,Yes,Somewhat relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Somewhat influential,Enhance user controls
74,Female,High School,Student,Conservative,Australia,0-1 hour,Facebook,Several times a day,Opinion pieces,Mainstream media,Within the last 24 hours,Rarely,Environment,Very accurate,Yes,Very relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Not influential,Provide more diverse sources
42,Female,Master's,Employed,Liberal,USA,0-1 hour,Twitter,Rarely,Memes,Independent bloggers,Within the last hour,Rarely,Economy,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Do not trust,Not concerned,Low quality,Somewhat influential,Enhance user controls
68,Male,PhD,Employed,Liberal,USA,2-4 hours,Twitter,Rarely,Opinion pieces,Independent bloggers,Within the last hour,Several times a day,Immigration,Not accurate,No,Very relevant,Moderate impact,Trust a lot,Not concerned,High quality,Very influential,Enhance user controls
67,Non-binary,Bachelor's,Unemployed,Conservative,UK,2-4 hours,Twitter,Rarely,News articles,Political parties,Within the last week,Rarely,Immigration,Somewhat accurate,No,Somewhat relevant,No impact,Do not trust,Not concerned,Low quality,Very influential,Increase transparency
78,Male,High School,Student,Liberal,Australia,2-4 hours,Twitter,Rarely,News articles,Political parties,Within the last hour,Once a day,Economy,Very accurate,Yes,Very relevant,Strong impact,Trust somewhat,Very concerned,Low quality,Somewhat influential,Improve fact-checking
60,Non-binary,Master's,Unemployed,Conservative,UK,0-1 hour,Instagram,Once a day,Memes,Mainstream media,Within the last hour,Few times a week,Healthcare,Very accurate,Yes,Not relevant,No impact,Trust somewhat,Somewhat concerned,Moderate quality,Somewhat influential,Improve fact-checking
69,Female,Bachelor's,Employed,Independent,USA,4+ hours,Instagram,Rarely,News articles,Independent bloggers,Within the last hour,Once a day,Economy,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Somewhat concerned,Moderate quality,Not influential,Enhance user controls
61,Non-binary,Master's,Employed,Liberal,USA,1-2 hours,Instagram,Rarely,Memes,Political parties,Within the last 24 hours,Few times a week,Healthcare,Very accurate,Yes,Very relevant,Strong impact,Do not trust,Not concerned,Low quality,Not influential,Provide more diverse sources
70,Male,Master's,Student,Independent,Australia,1-2 hours,Instagram,Few times a week,News articles,Independent bloggers,Within the last week,Few times a week,Environment,Very accurate,Yes,Very relevant,Moderate impact,Trust a lot,Very concerned,Moderate quality,Not influential,Improve fact-checking
39,Non-binary,PhD,Student,Conservative,Australia,1-2 hours,Instagram,Rarely,Opinion pieces,Political parties,Within the last 24 hours,Once a day,Healthcare,Somewhat accurate,Yes,Somewhat relevant,No impact,Trust a lot,Very concerned,High quality,Very influential,Increase transparency
47,Female,High School,Employed,Liberal,Canada,2-4 hours,Twitter,Rarely,Memes,Mainstream media,Longer than a week ago,Few times a week,Economy,Somewhat accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Very influential,Enhance user controls
52,Male,Bachelor's,Unemployed,Independent,UK,0-1 hour,Instagram,Several times a day,Memes,Mainstream media,Within the last week,Several times a day,Economy,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Enhance user controls
59,Female,High School,Student,Liberal,USA,2-4 hours,Twitter,Few times a week,News articles,Political parties,Within the last week,Once a day,Economy,Very accurate,No,Somewhat relevant,Strong impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Enhance user controls
57,Male,Bachelor's,Student,Conservative,Canada,4+ hours,Facebook,Several times a day,News articles,Independent bloggers,Within the last 24 hours,Rarely,Healthcare,Very accurate,No,Somewhat relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Not influential,Provide more diverse sources
